"","APIACEAE","ASTERX","BETULACEAE","BOTRYCHIUM","BRASSICACEAE","CAMPANULACEA","CANNABACEAE","CAPRIFOLIA","CARYOPHYLL","CHENOAMX","CORNUS","CUPRESSA","CYPERACE","ELAEAGNX","EPHEDRACEAE","ERICACEX","ERICALES","EUPHORB","FABACEAE","FAGACEAE","JUGLANDACEAE","LILIACEAE","MALVACEAE","MORACEAX","MYRICACX","OLEACEAE","ONAGRACEAE","PINACEAE","PLANTAGINX","PLATANACEAE","POACEAE","POLEMONI","POLYGONAX","RANUNCUL","RHAMNACEAE","ROSACEAX","RUBIACEAE","SALICACEAE","SAPINDACEAE","SARCOBATACEAE","SCROPHUL","SXFRAGAX","TAXACEAE","ULMACEAE","URTICACX","VISICACEAE"
"122",0,16,105,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,22,0,9,0,0,0,0,5,0,0,0,20,0,0,0,0
"123",2,0,16,0,0,0,0,0,0,0,1,90,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,477,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"124",0,0,35,0,0,0,0,0,0,0,0,5,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",0,0,2,0,0,0,0,0,0,0,0,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"126",0,0,2,0,0,0,0,0,0,3,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"127",2,4,53,0,0,0,0,0,0,9,0,2,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,61,0,0,1,0,0,0,2,1,2,0,3,0,0,0,0
"128",1,35,10,0,0,0,0,0,0,3,0,111,6,0,0,0,0,0,0,0,1,0,1,0,0,1,0,191,0,0,37,0,0,1,0,7,0,4,0,0,0,0,0,0,0,0
"129",0,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,4,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0
"130",0,6,8,0,0,0,0,0,2,2,0,0,44,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,6,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
"131",2,27,12,0,0,0,0,0,2,2,0,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
"132",0,37,14,0,0,0,0,0,2,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"133",0,8,9,0,0,0,0,0,2,2,0,0,8,0,0,55,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"134",0,33,15,0,0,0,0,0,2,2,0,2,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,18,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
"135",0,11,21,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,657,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"136",0,1,109,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"137",0,24,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"138",0,5,59,1,0,0,0,0,0,2,1,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,6,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0
"139",0,38,37,0,0,1,0,0,0,4,0,30,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,13,0,1,0,0,3,0,39,0,0,0,0,0,0,0,3
"140",0,0,55,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"141",0,0,57,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",0,0,81,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"143",0,2,63,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,2,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2
"144",1,5,17,0,0,0,0,0,0,2,0,136,28,0,0,0,0,0,0,7,1,0,0,0,0,4,0,200,0,0,19,0,0,0,3,8,0,4,2,0,0,0,0,0,0,0
"145",1,7,15,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,196,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",0,23,0,0,0,0,0,0,0,2,0,70,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,290,0,0,11,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
"147",0,1,76,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"148",0,2,2,0,0,0,0,0,0,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",0,1,183,0,0,0,0,0,0,0,0,91,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"150",0,1,51,0,2,0,0,0,0,0,0,24,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"151",0,21,1,0,0,0,0,0,0,0,0,28,57,0,0,0,0,0,0,2,0,0,0,0,0,0,0,326,0,0,11,0,0,0,2,2,0,30,3,2,0,0,0,0,0,1
"152",0,2,57,0,0,0,0,0,2,0,0,16,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,456,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"153",0,1,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",52,35,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,7,0,1,1.5,0,0,0,0,3,0,0,3,0,3,123.5,0,0,0,0,0,0,0
"155",189,88,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,2,79,0,0,0,0,0,0,0
"156",0,3,58,0,0,0,0,0,0,0,0,89,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,330,0,0,3,0,1,0,0,0,2,25,0,0,0,6,0,0,0,0
"157",4,6,232,0,0,0,0,0,0,1,0,17,4,0,0,0,0,0,0,0,0,5,0,0,0,10,0,38,0,0,222,0,0,1,0,1,0,7,0,0,0,1,0,0,0,0
"158",0,1,199,0,0,0,0,0,0,1,0,73,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,162,0,0,18,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0
"159",0,0,44,0,0,0,0,0,0,0,0,16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"160",0,6,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"161",48,60,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,2,181.5,0,0,0,0,0,0,0
"162",1,55,0,0,0,0,0,0,0,11,0,35,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,276,0,0,20,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0
"163",2,32,1,0,0,0,0,0,0,22,0,135,31,0,0,0,0,0,0,1,0,0,1,0,0,0,0,198,0,0,4,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0
"164",0,1,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"165",0,2,87,0,0,0,0,0,0,1,0,89,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"166",0,0.9,22.9,0,0,0,0,0,0,0.7,0,2.8,52.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,66.3,0,0,1.2,0,0,0.3,0,0.2,0,2.3,0,0,0,0.5,0,0,0,0.3
"167",0,30,23,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,309,0,0,22,0,0,0,3,2,0,186,2,4,0,0,0,0,0,0
"168",0,1,43,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,242,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0
"169",0,1,25,0,0,0,0,0,0,0,0,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
"170",89,59,76.5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,49,0,0,0,0,2,3,0,0,0,1,16.5,0,0,0,0,0,0,0
"171",1,30,23,0,0,0,0,0,0,2,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,309,0,0,22,0,0,0,3,2,0,186,2,4,0,0,0,0,0,0
"172",0,0,80,0,0,0,0,0,0,0,0,28,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,5,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0
"173",0,12,29,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"174",0,8,67,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"175",0,0,0,0,0,0,0,0,0,0,0,4,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,31,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
"176",2,17,259,0,1,0,0,0,0,0,0,3,40,1,0,3,0,0,0,0,0,0,0,0,0,0,1,102.5,0,0,15,0,1,0,0,1,1,21,0,0,0,0,0,0,0,0
"177",1,0,170,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,262,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"178",74,47,32.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,1,130.5,0,0,0,0,0,0,0
"179",0,2,57,0,0,0,0,0,4,1,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,15,0,4,1,0,0,0,5,0,0,0,12,0,0,0,0
"180",0,1,102,0,0,0,0,0,0,0,0,63,15,1,0,0,0,0,0,0,0,0,0,0,2,0,0,370,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"181",0.2,0.4,28.1,0,0,0,0,0,0,0,0,26,0.5,0,0,0,0,0,0,1.5,0,0,0.2,0,3.1,0,0,32.9,0.7,0,1.9,0,0.5,0,0,0.7,0,1,0.5,0,0,0,0,0,0,0
"182",1,6,21,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,363,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"183",0,8,3,0,0,0,0,0,0,1,0,4,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,355,0,0,14,0,0,4,1,5,0,0,0,1,0,0,0,0,0,0
"184",20,43,56.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0
"185",34,77,45.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,44.5,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0
"186",23,67,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,1,0,48,1,0,1,0,2,0,0,9,0,1,109,0,0,0,0,0,0,0
"187",3,19,85.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,1,120.5,0,0,0,0,0,0,0
"188",17,44,139.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,2,0,0,162.5,0,0,0,0,2,0,0,0,0,2,150.5,0,0,7,0,0,0,0
"189",35,73,117.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,1,402.5,0,0,1,0,0,0,0
"190",0,9,22,0,0,0,0,0,0,2,0,4,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,3,0,4,0,0,0,0,0,2,0,0,0,0
"191",0,0,31,0,0,0,0,0,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"192",0,68,162,0,0,0,0,0,0,11,0,11,12,0,0,21,0,0,0,0,0,0,0,0,0,0,0,843,0,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"193",0,0,41,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"194",0,0,154,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"195",2,7,40,0,0,0,0,0,0,1,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,5,1,294,0,0,10,0,0,0,1,2,0,12,4,0,0,0,0,0,0,1
"196",0,1,59,1,0,0,0,0,0,0,0,27,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,346,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"197",0,1,0,0,2,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",0,23,0,0,2,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,8,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"199",0,10,1,0,0,0,0,0,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"200",2,69,48.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,8,0,0,0,0,0,277.5,0,0,0,0,0,0,0
"201",0,1,86,0,0,0,0,0,0,0,0,20,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
"202",0,14,25,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,230,0,0,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1
"203",0,1,95,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,1,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"204",84,129,96.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,47.5,0,0,0,1,0,1,0,2,0,5,38.5,0,0,0,0,0,0,0
"205",0,53,5,0,0,0,0,0,1,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206",0,0,0,0,0,0,0,0,0,0,0,1,85,0,0,1,0,0,0,0,0,0,0,0,0,0,1,274,1,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"207",0,3,29,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,473,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"208",0,15,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"209",0,49,0,0,0,0,0,0,0,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",0,52,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"211",47,116,67,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.5,0,0,0,0,1,0,0,0,0,0,155,0,0,0,0,0,0,0
"212",0,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"213",0,4,40,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,324,0,0,19,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0
"214",0,1,64,0,0,0,0,0,0,0,0,40,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"215",0,18,10,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,290,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216",0,12,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,104,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"217",0,29,6,0,0,0,0,0,2,41,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,101,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"218",0,10,5,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,53,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"219",0,35,12,0,0,0,0,0,2,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,50,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"220",1,27,12,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"221",0,14,7,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"222",0,30,9,0,0,0,0,0,1,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,49,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"223",1,70,2,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,42,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0
"224",0,55,10,0,0,0,0,0,67,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"225",0,28,5,0,0,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226",2,91,5,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,91,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"227",0,47,3,0,0,0,0,0,0,107,0,42,27,0,1,0,0,0,0,0,0,0,1,0,0,1,2,66,0,0,101,0,1,0,7,3,0,8,1,20,0,0,0,0,0,0
"228",42,64,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,9.5,0,0,0,0,0,0,1,0,0,0,139.5,0,0,0,0,0,0,0
"229",0,1.23,1.66,0,0,0,0,0,0,0,0,4.98,0,0,0,0,0,0,0,7.05,0,0,0,0,0,0,0,73.02,0,0,0.41,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0
"230",0,1.8,1,0.4,0,0,0,0,0.3,0,0,0,2.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92.4,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
"231",0,10,273,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0
"232",0,4,29,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,518,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233",0,0,98,0,0,0,0,0,0,0,0,43,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"234",0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235",0,0,24,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"236",25,105,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,1,0,0,0,1,0,0,93,0,0,0,0,0,0,0
"237",38,39,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,159.5,0,0,0,0,0,0,0
"238",65,200,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
"239",1,10,73,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,594,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
"240",0,4,64,0,0,0,0,0,0,0,0,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,1,0,0,0,0,1,0,11,0,0,0,1,0,0,0,0
"241",46,68,39.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,2,0,2,0,0,110,0,0,0,0,0,0,0
"242",0,2,70,0,0,0,0,0,0,0,0,148,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,2,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0
"243",0,1,82,0,2,0,0,0,0,0,0,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
"244",0,0,162,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"245",0,34,1,0,0,0,0,0,1,4,0,66,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,231,0,0,41,0,0,0,1,13,0,10,0,0,0,0,0,0,0,0
"246",1,6,125,0,0,0,0,0,1,3,0,29,14,0,0,0,0,0,0,1,0,13,0,0,0,1,0,215,0,0,12,0,0,0,0,8,0,3,0,0,0,0,0,0,0,2
"247",0,1,45,0,0,0,0,0,0,0,0,35,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,540,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
"248",13,27,0,0,1,0,0,0,0,0,0,37,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,1,0,21,0,1,1,1,1,0,3,0,1,0,0,0,0,0,1
"249",0,2,17,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250",0,1,64,0,0,0,0,0,3,0,1,52,73,0,0,1,0,0,0,0,0,2,0,0,0,0,1,276,2,0,16,0,0,6,0,2,0,43,0,0,0,0,0,0,0,0
"251",0,0,36,0,0,0,0,0,0,0,0,21,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,485,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"252",0,14,18,0,0,0,0,0,0,3,0,52,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,10,0,0,0,1,14,0,4,0,1,0,0,0,0,0,0
"253",0,24,55,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,28,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
"254",0,99,0,0,4,0,0,0,0,89,0,59,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,63,0,0,26,0,4,7,1,6,0,0,0,35,0,0,0,0,0,0
"255",0,0,23,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"256",19,32,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,200.5,0,0,0,0,0,0,0
"257",0,3,418,0,0,0,0,0,0,2,0,157,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,144,0,0,32,0,0,0,0,23,0,4,5,0,0,0,0,0,0,0
"258",10,20.3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,261,0,0,1,0,0,0,0
"259",0,43,2,0,0,0,0,0,0,19,0,160,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,19,0,5,3,0,5,0,17,5,0,0,0,0,0,0,1
"260",2,61,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,249.5,0,0,0,0,0,0,0
"261",13,89,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2,0,2,158.5,0,0,0,0,0,0,0
"262",0,9,16,0,1,0,0,0,0,0,0,52,64,2,0,0,0,0,0,3,0,0,0,0,0,2,0,262,0,0,25,0,5,0,3,25,0,10,0,0,0,0,0,0,0,1
